#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
BUDGET_TAX_MIDDLE;Ë°ÊÕ£¨ÖÐ²ú½×²ã£©;;;;;;;;;;;;x
BUDGET_TAX_MIDDLE_DESC;;;;;;;;;;;;;x
BUDGET_TAX_RICH;Ë°ÊÕ£¨¸»Ô£½×²ã£©;;;;;;;;;;;;x
BUDGET_TAX_RICH_DESC;;;;;;;;;;;;;x
BUDGET_TOTAL_FUNDS;×Ü×Ê²ú;;;;;;;;;;;;x
BUDGET_TOTAL_DEBT;×ÜÕ®Îñ;;;;;;;;;;;;x
BUDGET_TAKE_LOAN;ÉêÇë´û¿î;;;;;;;;;;;;x
BUDGET_REPAY_LOAN;³¥»¹´û¿î;;;;;;;;;;;;x
BUDGET_DAILY_INCOME;Ã¿ÈÕÊÕÈë;;;;;;;;;;;;x
BUDGET_DAILY_EXPENSES;Ã¿ÈÕÖ§³ö;;;;;;;;;;;;x
BUDGET_MILITARY_COST;¾üÊÂ¿ªÖ§;;;;;;;;;;;;x
BUDGET_NATIONAL_STOCKPILE;²Ö´¢¿ªÖ§;;;;;;;;;;;;x
BUDGET_INDUSTRIAL_SUBSIDIES;¹¤Òµ²¹Ìù;;;;;;;;;;;;x
BUDGET_TARIFFS;¹ØË°;;;;;;;;;;;;x
BUDGET_DAILY_BALANCE;Ã¿ÈÕÔ¤¼ÆÊÕÖ§;;;;;;;;;;;;x
BUDGET_GOLD_DESC;;;;;;;;;;;;;x
BUDGET_MIL_COST_DESC;;;;;;;;;;;;;x
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;;;x
BUDGET_IND_SUP_DESC;;;;;;;;;;;;;x
BUDGET_EDUCATION_DESC;;;;;;;;;;;;;x
BUDGET_ADMIN_DESC;;;;;;;;;;;;;x
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;;;x
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;;;x
BUDGET_TARIFF_DESC;;;;;;;;;;;;;x
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;;;x
BUDGET_BALANCE_DESC;;;;;;;;;;;;;x
BUDGET_DEBT_DESC;;;;;;;;;;;;;x
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;;;x
BUDGET_INTEREST_DESC;;;;;;;;;;;;;x
BUDGET_CLOSE_WINDOW;¹Ø±Õ²ÆÕþ´°¿Ú;;;;;;;;;;;;x
BUDGET_TOTAL_EXPENSE;×ÜÖ§³ö£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SLIDER_ADMINISTRATION;ÐÐÕþ¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_EXPENSE_SLIDER_EDUCATION;½ÌÓý¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SLIDER_SOCIAL_SPENDING;Éç»á¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SLIDER_MILITARY_SPENDING;¾üÊÂ¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_INTEREST;Ö§¸¶ÀûÏ¢£º§Y$VAL$§W;;;;;;;;;;;;x
REMOVE_BUDGET_IMPORTS;½ø¿ÚÏûºÄ£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_SUPPLYCOSTS;²¹¸øÏûºÄ£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_TAX;§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_BASE_TAX;»ù±¾Õ÷Ë°Ð§ÂÊ£º§Y$VAL$§W%;;;;;;;;;;;;x
BUDGET_TECH_TAX;À´×Ô¿Æ¼¼£º§Y$VAL$%§W;;;;;;;;;;;;x
BUDGET_STRATA_NEED;§Y$VAL$§W%ÄÜ¹»»ñµÃ$TYPE$;;;;;;;;;;;;x
BUDGET_STRATA_NO_NEED;§Y$VAL$§W%ÎÞ·¨»ñµÃÈÎºÎÎï×Ê;;;;;;;;;;;;x
BUDGET_TOTAL_INCOME;×ÜÊÕÈë£º§Y$VAL$§W;;;;;;;;;;;;x
TAXES_POOR;Æ¶À§½×²ãË°ÊÕ£º§Y$VAL$§W;;;;;;;;;;;;x
TAXES_MIDDLE;ÖÐ²ú½×²ãË°ÊÕ£º§Y$VAL$§W;;;;;;;;;;;;x
TAXES_RICH;¸»Ô£½×²ãË°ÊÕ£º§Y$VAL$§W;;;;;;;;;;;;x
TARIFFS_INCOME;¹ØË°£º§Y$VAL$§W;;;;;;;;;;;;x
REMOVE_BUDGET_EXPORTS;³ö¿Ú£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_GOLD;»Æ½ð£º§Y$VAL$§W;;;;;;;;;;;;x
BUDGET_ADMIN_EFFICIENCY;ÐÐÕþÐ§ÂÊ£º§Y$PERC$%§W;;;;;;;;;;;;x
BUDGET_ADMIN_EFFICIENCY_DESC;ÎÒÃÇ¹úÃñÖÐÓÐ§Y$PERC$%§WµÄÈËÊÇ§Y¹ÙÁÅ§W\nÎªÁË´ïµ½×î¸ßµÄÐÐÕþÐ§ÂÊ£¬ÎÒÃÇÐèÒªÖÁÉÙ§Y$MAX$%§WµÄ¹ÙÁÅ§W\n;;;;;;;;;;;;x
ADM_EXPLAIN_DESC;ÕâÒ»ËùÐè°Ù·Ö±È»ùÓÚÒÔÏÂ¸÷Ïî\n;;;;;;;;;;;;x
SHADOWY_INVESTOR;Ë½ÈËÍ¶×ÊÕß;;;;;;;;;;;;x
GUNBOAT_ALERT;$COUNTRY$ÓÃËûÃÇµÄº£¾üÁ¦Á¿ÆÈÊ¹ÎÒÃÇÃ¿Ìì³¥»¹Õ®Îñ$VALUE$¤ ;;;;;;;;;;;x
BUDGET_COUNTRY;¹ú¼Ò;;;;;;;;;;;;x
BUDGET_AMOUNT;×Ü¶î;;;;;;;;;;;;x
BUDGET_LOANS_TAKEN;½è¿î;;;;;;;;;;;;x
BUDGET_LOANS_GIVEN;·Å´û;;;;;;;;;;;;x
DIPLOMATIC_BALANCE_DESC;Íâ½»ÊÕÖ§;;;;;;;;;;;;x
BUDGET_LOAN_CANT_REPAY;ÎÒÃÇÒÑ¾­Ã»ÓÐ×Ê½ð³¥»¹Õ®Îñ;;;;;;;;;;;;x
BUDGET_CANT_LOAN;Ã»ÓÐ¿ÉÓÃ×Ê½ð½è´û¸øÄã;;;;;;;;;;;;x
WORLD_YEAR;¹«Ôª$YEAR$ÄêµÄÊÀ½ç;;;;;;;;;;;;x
FE_PLAYABLE_COUNTRIES;¿ÉÑ¡¹ú¼Ò;;;;;;;;;;;;x
FE_COUNTRY;¹ú¼Ò;;;;;;;;;;;;x
FE_WARS;Õ½Õù:;;;;;;;;;;;;x
FE_POP;ÈËÈº;;;;;;;;;;;;x
FE_IDEOLOGY;ÒâÊ¶ÐÎÌ¬;;;;;;;;;;;;x
FE_INDUSTRY;¹¤Òµ:;;;;;;;;;;;;x
FE_PRESTIGE;ÍþÍû:;;;;;;;;;;;;x
FE_RANK;ÅÅÃû;;;;;;;;;;;;x
FE_SCORE;·ÖÊý;;;;;;;;;;;;x
SAVE_PROG;´æµµ´¦Àí½ø¶È£º$VALUE$%;;;;;;;;;;;;x
TRANSERING_SAVE;¿ªÊ¼´«Êä´æµµ¡­¡­;;;;;;;;;;;;x
LOADING_LOCAL_SAVE;¶ÁÈ¡±¾µØ´æµµ¡­¡­;;;;;;;;;;;;x
PLR_DISC;Íæ¼Ò§Y$NAME$§WÀë¿ªÁËÓÎÏ·¡£;;;;;;;;;;;;x
PLR_CONNECT;Íæ¼Ò§Y$NAME$§W¼ÓÈëÁËÓÎÏ·¡£;;;;;;;;;;;;x
REVERT_SAVE_CAL;·µ»ØÄ¬ÈÏÊý¾Ý¿â¡£;;;;;;;;;;;;x
SAVE_TRANSFER_DONE;ÓÎÏ·´æµµ´«ÊäÍê±Ï¡£;;;;;;;;;;;;x
LOADING_MAP_SPRITES;¶ÁÈ¡µØÍ¼¡­¡­;;;;;;;;;;;;x
LOADING_GUI_DEF;¶ÁÈ¡Í¼ÐÎ½çÃæ¡­¡­;;;;;;;;;;;;x
LOADING_DATABASES;¶ÁÈ¡Êý¾Ý¿â¡­¡­;;;;;;;;;;;;x
LOADING_DATABASES2;¶ÁÈ¡Êý¾Ý¿âII¡­¡­;;;;;;;;;;;;x
INIT_MAP_LOGIC;³õÊ¼»¯µØÍ¼¡­¡­;;;;;;;;;;;;x
CREATING_CHKSUM;´´½¨Ð£Ñéµã¡­¡­;;;;;;;;;;;;x
LOADING_HISTORY;¶ÁÈ¡ÀúÊ·ÎÄ¼þ¡­¡­;;;;;;;;;;;;x
LOADING_SOUNDS;¶ÁÈ¡ÉùÒô¡­¡­;;;;;;;;;;;;x
PROC_FLAGS;´¦Àí±äÁ¿¡­¡­;;;;;;;;;;;;x
LOAD_FLAGS;ÔØÈë±äÁ¿¡­¡­;;;;;;;;;;;;x
LOAD_GFX;¶ÁÈ¡Í¼Ïñ¡­¡­;;;;;;;;;;;;x
CREATING_THE_WORLD;´´½¨ÊÀ½ç¡­¡­;;;;;;;;;;;;x
CREATING_TREES;´´½¨Ê÷Ä¾¡­¡­;;;;;;;;;;;;x
CREATING_BORDERS;´´½¨±ß½ç¡­¡­;;;;;;;;;;;;x
CREATING_RIVERS;´´½¨ºÓÁ÷¡­¡­;;;;;;;;;;;;x
MAP_PROPERLY_INIT;µØÍ¼ÍêÈ«³õÊ¼»¯¡­¡­;;;;;;;;;;;;x
CREATING_PROVINCE;´´½¨Ê¡·Ý#;;;;;;;;;;;;x
CREATING_TEXTS;´´½¨ÎÄ±¾¡­¡­;;;;;;;;;;;;x
LOAD_EVENTS;¶ÁÈ¡ÊÂ¼þ¡­¡­;;;;;;;;;;;;x
ADAPTING_HISTORY;µ÷½ÚÀúÊ·¡­¡­;;;;;;;;;;;;x
CALC_PATHS;¼ÆËãÂ·¾¶¡­¡­\nÕâ¿ÉÄÜÐèÒª¼¸·ÖÖÓ;;;;;;;;;;;;x
FE_TOGGLE;¿ìËÙ¿ªÊ¼;;;;;;;;;;;;x
FE_TOGGLE_NORMAL;×Ô¶¨Òå¿ªÊ¼;;;;;;;;;;;;x
FE_SETTING_DIPLOMACY;Íâ½»;;;;;;;;;;;;x
FE_SETTING_PRODUCTION;Éú²ú;;;;;;;;;;;;x
FE_SETTING_POLITICS;ÕþÖÎ;;;;;;;;;;;;x
FE_SETTING_INTEL;Çé±¨;;;;;;;;;;;;x
FE_SETTING_TECHNOLOGY;¿Æ¼¼;;;;;;;;;;;;x
FE_SETTING_UNITINTERFACE;¾ü¶Ó;;;;;;;;;;;;x
DIFF_VERY_EASY;·Ç³£¼òµ¥;;;;;;;;;;;;x
DIFF_EASY;¼òµ¥;;;;;;;;;;;;x
DIFF_NORMAL;Õý³£;;;;;;;;;;;;x
DIFF_HARD;À§ÄÑ;;;;;;;;;;;;x
DIFF_VERY_HARD;·Ç³£À§ÄÑ;;;;;;;;;;;;x
CORE_PAUSED;ÔÝÍ£;;;;;;;;;;;;x
SM_SETTINGS;ÉèÖÃ;;;;;;;;;;;;x
SM_GAME;ÓÎÏ·;;;;;;;;;;;;x
SM_VIDEO;ÊÓÆµ;;;;;;;;;;;;x
SM_AUDIO;ÒôÆµ;;;;;;;;;;;;x
SM_CONTROLS;¿ØÖÆ;;;;;;;;;;;;x
SM_MASTER_VOLUME;Ö÷ÒôÁ¿;;;;;;;;;;;;x
SM_EFFECT_VOLUME;Ð§¹ûÒôÁ¿;;;;;;;;;;;;x
SM_MUSIC_VOLUME;ÒôÀÖÒôÁ¿;;;;;;;;;;;;x
SM_SCROLL_SPEED;¹öÆÁËÙ¶È;;;;;;;;;;;;x
SM_ZOOM_SPEED;Ëõ·ÅËÙ¶È;;;;;;;;;;;;x
SM_MOUSE_SPEED;Êó±êËÙ¶È;;;;;;;;;;;;x
SM_RESOLUTION;·Ö±æÂÊ;;;;;;;;;;;;x
SM_REFRESH_RATE;Ë¢ÐÂÂÊ;;;;;;;;;;;;x
SM_GAMMA;ÁÁ¶È;;;;;;;;;;;;x
SM_SHADOWS;ÒõÓ°;;;;;;;;;;;;x
SM_TREES;Ê÷Ä¾;;;;;;;;;;;;x
SM_DIFFICULTY;À§ÄÑ¶È;;;;;;;;;;;;x
SM_AUTOSAVE_INTERVAL;×Ô¶¯´¢´æ¼ä¸ô;;;;;;;;;;;;x
SM_APPLY;Ó¦ÓÃ;;;;;;;;;;;;x
SM_BACK;·µ»Ø;;;;;;;;;;;;x
SM_ALERT;¾¯±¨;;;;;;;;;;;;x
SM_RESTART;ÄãÐèÒªÖØÆôÓÎÏ·ÒÔÊµÏÖ¸ü¸ÄºóµÄÐ§¹û¡£;;;;;;;;;;;;x
SM_WP;ÉèÖÃÎÄ¼þÐ´Èë´íÎó£¬È·ÈÏÎÄ¼þÃ»ÓÐÐ´±£»¤ºóÖØÊÔ;;;;;;;;;;;;x
FE_HOST;Ö÷»ú;;;;;;;;;;;;x
FE_JOIN_LAN_GAME;¼ÓÈë¾ÖÓòÍøÓÎÏ·;;;;;;;;;;;;x
FE_JOIN_INTERNET_GAME;¼ÓÈë»¥ÁªÍøÓÎÏ·;;;;;;;;;;;;x
FE_SCAN;ËÑË÷;;;;;;;;;;;;x
FE_METASERVER;ÔªÊý¾Ý·þÎñÆ÷;;;;;;;;;;;;x
FE_BACK;·µ»Ø;;;;;;;;;;;;x
FE_PLAYER;Íæ¼Ò;;;;;;;;;;;;x
FE_PLAYER_NAME;Íæ¼ÒÃû£º;;;;;;;;;;;;x
FE_SINGLE_PLAYER;µ¥ÈËÓÎÏ·;;;;;;;;;;;;x
FE_MULTI_PLAYER;¶àÈËÓÎÏ·;;;;;;;;;;;;x
FE_OPTIONS;Ñ¡Ïî;;;;;;;;;;;;x
FE_CREDITS;ÖÆ×÷Ãûµ¥;;;;;;;;;;;;x
FE_EXIT;ÍË³ö;;;;;;;;;;;;x
FE_NATION_TO_PLAY;Ñ¡ÔñÄãÏëÒªÊ¹ÓÃµÄ¹ú¼Ò¡­¡­;;;;;;;;;;;;x
FE_NEW_GAME;¿ªÊ¼ÐÂÓÎÏ·;;;;;;;;;;;;x
FE_SAVE_GAME;´¢´æÓÎÏ·;;;;;;;;;;;;x
FE_HISTORICAL_START;Ê·Êµ¿ª¾Ö;;;;;;;;;;;;x
FE_SAVED_GAMES;´Ó´æµµ¿ªÊ¼;;;;;;;;;;;;x
FE_SELECT_NATION;µã»÷µØÍ¼ÒÔÑ¡Ôñ¹ú¼Ò¡­¡­;;;;;;;;;;;;x
FE_NO_COUNTRY_SELECTED;ÉÐÎ´Ñ¡Ôñ¹ú¼Ò;;;;;;;;;;;;x
FE_MILITARY;¾üÊÂ;;;;;;;;;;;;x
FE_ECONOMY;¾­¼Ã;;;;;;;;;;;;x
FE_DIPLOMACY;Íâ½»;;;;;;;;;;;;x
FE_DIFFICULTY;ÄÑ¶È:;;;;;;;;;;;;x
FE_AT_WAR;½»Õ½:;;;;;;;;;;;;x
FE_ALLIES;ÃË¹ú:;;;;;;;;;;;;x
FE_LOAD;¶ÁÈ¡;;;;;;;;;;;;x
FE_BOOKEDMARKED;Õ½ÒÛÊ±¼ä:;;;;;;;;;;;;x
FE_STARTING_DATE;¿ªÊ¼Ê±¼ä;;;;;;;;;;;;x
FE_BOOKMARK_TITLE;Õ½ÒÛÃû³Æ;;;;;;;;;;;;x
FE_BOOKMARK_DATE;Õ½ÒÛÊ±¼ä;;;;;;;;;;;;x
FE_LOCAL_GAMES;±¾µØÓÎÏ·;;;;;;;;;;;;x
FE_MY_GAME;ÎÒµÄÓÎÏ·;;;;;;;;;;;;x
FE_CANCEL;È¡Ïû;;;;;;;;;;;;x
PLAYER_LOST_TITLE;Íæ¼ÒÒÑ¾­¶Ï¿ªÁ¬½Ó¡£;;;;;;;;;;;;x
PLAYER_LOST_DESC;Íæ¼Ò$playername$ÒÑ¾­¶Ï¿ªÁ¬½Ó¡£ÇëÑ¡ÔñÄãµÄÐÐ¶¯¡£;;;;;;;;;;;;x
SERVER_LOST_TITLE;¶ªÊ§·þÎñÆ÷£¡;;;;;;;;;;;;x
REMOVE_SERVER_LOST_DESC;·þÎñÆ÷ÒÑ¾­¶ªÊ§¡£ÓÎÏ·¼´½«½áÊø¡£;;;;;;;;;;;;x
OK;ºÃµÄ;;;;;;;;;;;;x
CANCEL;È¡Ïû;;;;;;;;;;;;x
SAVE;´¢´æ;;;;;;;;;;;;x
QUIT;ÍË³ö;;;;;;;;;;;;x
START;¿ªÊ¼;;;;;;;;;;;;x
CONTINUE;¼ÌÐø;;;;;;;;;;;;x
CONNECTED;ÒÑ¾­Á¬½Ó¡£;;;;;;;;;;;;x
NAME_TAKEN;ÄãµÄÃû×ÖÒÑ±»Ê¹ÓÃ¡£ÇëÀë¿ª²¢Ñ¡ÔñÁíÍâµÄÃû×Ö¡£;;;;;;;;;;;;x
CONNECTING;Á¬½ÓÖÐ¡­¡­;;;;;;;;;;;;x
BANNED;ÄãÒÑ¾­±»´ËÓÎÏ··â½û;;;;;;;;;;;;x
CONNECTION_FAILED;Á¬½ÓÊ§°Ü£¡;;;;;;;;;;;;x
GAME_NOT_FOUND;Ã»ÓÐÕÒµ½ÓÎÏ·¡£;;;;;;;;;;;;x
WAITING_FOR_PLAYERS;µÈ´ýÍæ¼Ò¡­¡­;;;;;;;;;;;;x
ALL_PLAYERS_HERE;ËùÓÐÍæ¼Ò¾ÍÎ»¡£;;;;;;;;;;;;x
LOOKING_FOR_HOST;ËÑÑ°Ö÷»ú¡­¡­;;;;;;;;;;;;x
LOST_PLAYER;Ò»¸öÍæ¼ÒÒÑ¾­¶ªÊ§¡­¡­;;;;;;;;;;;;x
SERVER_LOST;·þÎñÆ÷ÒÑ¾­¶ªÊ§¡£;;;;;;;;;;;;x
JOIN_IP_TITLE;ÊäÈëIPµØÖ·¡­¡­;;;;;;;;;;;;x
HOST_TITLE;ÊäÈëÄãµÄÓÎÏ·Ãû³Æ¡­¡­;;;;;;;;;;;;x
HOST_BUTTON;Ö÷»ú;;;;;;;;;;;;x
JOIN_BUTTON;¼ÓÈë;;;;;;;;;;;;x
LOG_SETTING_LOG;ÔÚÈÕÖ¾ÖÐÏÔÊ¾¡£;;;;;;;;;;;;x
LOG_SETTING_POPUP;´ò¿ªµ¯³ö´°¿Ú¡£;;;;;;;;;;;;x
LOG_SETTING_MAP;ÔÚµØÍ¼ÉÏÏÔÊ¾¡£;;;;;;;;;;;;x
LOG_SETTING_IDLE;ÏÔÊ¾ÎªÏÐÖÃÐÅÏ¢¡£;;;;;;;;;;;;x
QUIT_TITLE;ÍË³öÓÎÏ·;;;;;;;;;;;;x
QUIT_DESC;ÄãÈ·¶¨ÒªÍË³öÓÎÏ·²¢·µ»Ø×ÀÃæÂð£¿;;;;;;;;;;;;x
ZOOM_IN;·Å´ó;;;;;;;;;;;;x
ZOOM_OUT;ËõÐ¡;;;;;;;;;;;;x
RESIGN_TITLE;·ÅÆúÓÎÏ·;;;;;;;;;;;;x
RESIGN_DESC;ÄãÈ·¶¨Òª·ÅÆúÓÎÏ·²¢·µ»ØÖ÷²Ëµ¥Âð£¿;;;;;;;;;;;;x
SCAN;ËÑË÷;;;;;;;;;;;;x
STOP_SCAN;Í£Ö¹ËÑË÷;;;;;;;;;;;;x
TIP_KICK;Ìß³öÍæ¼Ò;;;;;;;;;;;;x
TIP_BAN;ÔÚ±¾´ÎÍ¨Ñ¶ÖÐ·â½ûÍæ¼Ò;;;;;;;;;;;;x
PLAYER_KICKED;$NAME$±»Ö÷»úÌß³ý¡£;;;;;;;;;;;;x
PLAYER_BANNED;$NAME$±»Ö÷»ú·â½û¡£;;;;;;;;;;;;x
YOUKICKED;ÓÉÓÚÄãµÄ²»µ±ÐÐÎª£¬ÄãÒÑ¾­±»Ö÷»úÌß³ý£¡;;;;;;;;;;;;x
BAD_VERSION;Ö÷»úÓÎÏ·ÎªÁíÒ»¸ö°æ±¾£¡;;;;;;;;;;;;x
JOINED_CHANNEL;¼ÓÈëÆµµÀ$CHAN$¡£;;;;;;;;;;;;x
USER_JOINED_CHANNEL;$NAME$¼ÓÈëÁËÆµµÀ¡£;;;;;;;;;;;;x
USER_LEFT_CHANNEL;$NAME$Àë¿ªÁËÆµµÀ¡£;;;;;;;;;;;;x
METASERVER_GAME_INFO;´´½¨Õß£º$CREATOR$\nÈÕÆÚ£º$DATE$;;;;;;;;;;;;x
MENU_BAR_SAVE_GAME;´¢´æÓÎÏ·;;;;;;;;;;;;x
MENU_BAR_GAME_OPTIONS;ÓÎÏ·Ñ¡Ïî;;;;;;;;;;;;x
MENU_BAR_GAME_RESIGN;·ÅÆú;;;;;;;;;;;;x
MENU_BAR_MESSAGE_SETTINGS;ÐÅÏ¢ÉèÖÃ;;;;;;;;;;;;x
MENU_BAR_QUIT;ÍË³ö;;;;;;;;;;;;x
MENU_BAR_CLOSE;¹Ø±Õ;;;;;;;;;;;;x
MENU_BAR_SAVE;±£´æ;;;;;;;;;;;;x
MENU_BAR_SAVE_GAME_FILENAME;ÓÎÏ·´æµµÎÄ¼þÃû£º;;;;;;;;;;;;x
CHAT_ALLIES;ÃË¹ú;;;;;;;;;;;;x
CHAT_FOES;µÐ¹ú;;;;;;;;;;;;x
CHAT_ALL;ËùÓÐ;;;;;;;;;;;;x
CHATMESSAGE_SETUP;µ±ÄãÊÕµ½Ò»ÌõÁÄÌìÐÅÏ¢;;;;;;;;;;;;x
CHATMESSAGE_HEADER;ÁÄÌìÐÅÏ¢;;;;;;;;;;;;x
CHATMESSAGE_1;Í¨Ñ¶½ÓÈë£¬;;;;;;;;;;;;x
CHATMESSAGE_2;$TEXT$;;;;;;;;;;;;x
CHATMESSAGE_3;*;;;;;;;;;;;;x
CHATMESSAGE_4;*;;;;;;;;;;;;x
CHATMESSAGE_5;*;;;;;;;;;;;;x
CHATMESSAGE_6;*;;;;;;;;;;;;x
CHATMESSAGE_LOG;$TEXT$;;;;;;;;;;;;x
CHATMESSAGE_BTN1;ºÃµÄ;;;;;;;;;;;;x
CHATMESSAGE_BTN2;ºÃµÄ;;;;;;;;;;;;x
CHATMESSAGE_BTN3;²é¿´;;;;;;;;;;;;x
CHATMESSAGE_MAP;*;;;;;;;;;;;;x
MS_USERNAME;ÓÃ»§Ãû£º;;;;;;;;;;;;x
MS_PASSWORD;ÃÜÂë£º;;;;;;;;;;;;x
MS_CREATE_GAME;´´½¨ÓÎÏ·;;;;;;;;;;;;x
MS_NAME;Ãû³Æ£º;;;;;;;;;;;;x
MS_USE_PASSWORD;ÃÜÂë±£»¤;;;;;;;;;;;;x
MS_JOIN_GAME;¼ÓÈëÓÎÏ·;;;;;;;;;;;;x
MS_PASSWD;ÃÜÂë;;;;;;;;;;;;x
MS_ALERT;¾¯±¨;;;;;;;;;;;;x
MS_CONNECTION_FAILED;Á¬½ÓÊ§°Ü£¡;;;;;;;;;;;;x
MS_CHANNELS;ÆµµÀ;;;;;;;;;;;;x
